,hospital_name,hospital_ownership,hospital_type,lat,lng,address,city,emergency_services,subtotal_acute_utilization,payroll_employees,hospital_overall_rating,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison
4481,TEXAS HEALTH HARRIS METHODIST FORT WORTH,Voluntary non-profit - Church,Acute Care Hospitals,32.73848,-97.339313,1301 PENNSYLVANIA AVENUE,FORT WORTH,True,83.0,4081.54,2,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Above the national average
4482,CHILDREN'S HOSPITAL OF ORANGE COUNTY,Voluntary non-profit - Other,Childrens,33.78033,-117.86496,1201 W LA VETA AVE,ORANGE,False,57.0,2904.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4483,UT SOUTHWESTERN UNIVERSITY HOSPITAL,Government - State,Acute Care Hospitals,32.8193657,-96.8488409,6201 HARRY HINES BLVD,DALLAS,True,76.0,3354.34,5,Above the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average
4484,ST MARY'S MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,38.431833,-82.401335,2900 1ST AVENUE,HUNTINGTON,True,69.0,2349.04,2,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
4485,ST MARY'S MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,38.431833,-82.401335,2900 1ST AVENUE,HUNTINGTON,True,69.0,2349.04,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
4486,ST MARY'S MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,38.431833,-82.401335,2900 1ST AVENUE,HUNTINGTON,True,69.0,2349.04,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
4487,ST MARY'S MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,38.431833,-82.401335,2900 1ST AVENUE,HUNTINGTON,True,69.0,2349.04,4,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
4488,WINONA HEALTH SERVICES,Voluntary non-profit - Private,Acute Care Hospitals,44.033016,-91.622136,855 MANKATO AVENUE,WINONA,True,45.0,868.18,4,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
4489,DUKE HEALTH RALEIGH HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,35.828998,-78.619549,3400 WAKE FOREST RD,RALEIGH,True,76.0,1571.33,5,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Above the national average
4490,PRESENCE MERCY MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,41.786906,-88.328909,1325 N HIGHLAND AVENUE,AURORA,True,37.0,667.72,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
4491,MEMORIALCARE ORANGE COAST MEDICAL CENTER,Proprietary,Acute Care Hospitals,33.701659,-117.956107,9920 TALBERT AVENUE,FOUNTAIN VALLEY,True,57.0,1146.96,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average
4492,ADVENTIST HEALTH LODI MEMORIAL,Voluntary non-profit - Other,Acute Care Hospitals,38.121634,-121.285787,975 S FAIRMONT AVENUE,LODI,False,51.0,993.48,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
4493,SUTTER LAKESIDE HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,39.105175,-122.908238,5176 HILL ROAD EAST,LAKEPORT,True,74.0,274.13,4,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
4494,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,Voluntary non-profit - Private,Acute Care Hospitals,34.358913,-92.786418,1001 SCHNEIDER DRIVE,MALVERN,True,39.0,161.19,4,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
4495,NORTHERN NEVADA MEDICAL CENTER,Proprietary,Acute Care Hospitals,39.542488,-119.697974,2375 E PRATER WAY,SPARKS,True,50.0,484.0,4,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
4496,WITHAM HEALTH SERVICES,Government - Local,Acute Care Hospitals,40.076909,-86.475209,2605 N LEBANON ST,LEBANON,True,33.0,960.37,4,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
4497,COLUMBUS REGIONAL HOSPITAL,Government - Local,Acute Care Hospitals,39.215872,-85.896854,2400 E 17TH ST,COLUMBUS,True,43.0,1337.0,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
4498,CHRIST HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,39.121167,-84.508502,2139 AUBURN AVENUE,CINCINNATI,True,59.0,4039.21,5,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average
4499,MERCY HARVARD HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,42.425992,-88.607748,901 S GRANT STREET,HARVARD,True,27.0,170.89,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average
4500,KNOX COMMUNITY HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,40.402482,-82.447579,1330 COSHOCTON ROAD,MOUNT VERNON,True,52.0,959.34,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
4501,MEDINA HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,41.138885,-81.836933,1000 EAST WASHINGTON STREET,MEDINA,True,55.0,626.37,4,Above the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
4502,GREAT RIVER MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.807369,-91.170278,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,True,48.0,735.66,3,Above the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
4503,GREAT RIVER MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.807369,-91.170278,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,True,48.0,735.66,2,Same as the national average,Not Available,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average
4504,DELNOR COMMUNITY HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,41.886345,-88.340414,300 RANDALL RD,GENEVA,True,61.0,1060.1,5,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
4505,VALLEYWISE HEALTH MEDICAL CENTER,Government - Local,Acute Care Hospitals,33.458525,-112.02643,2601 EAST ROOSEVELT STREET,PHOENIX,True,45.0,3320.26,3,Not Available,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Not Available
4506,FAYETTE REGIONAL HEALTH SYSTEM,Proprietary,Acute Care Hospitals,39.65592,-85.131984,1941 VIRGINIA AVE,CONNERSVILLE,True,21.0,362.09,4,Same as the national average,Not Available,Above the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average
4507,CENTRAL WASHINGTON HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,47.407963,-120.324593,1201 SOUTH MILLER STREET,WENATCHEE,True,72.0,1433.66,4,Below the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
4508,JUPITER MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,26.922824,-80.094539,1210 S OLD DIXIE HWY,JUPITER,True,61.0,1187.2,4,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
4509,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,34.922615,-89.794873,4250 BETHEL ROAD,OLIVE BRANCH,True,55.0,332.02,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
4510,MERIT HEALTH MADISON,Proprietary,Acute Care Hospitals,32.582157,-90.081677,161 RIVER OAKS DRIVE,CANTON,True,22.0,185.98,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Not Available
4511,FORT SANDERS REGIONAL MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,35.95681,-83.937134,1901 W CLINCH AVE,KNOXVILLE,True,82.0,1552.0,2,Below the national average,Below the national average,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average
4512,MERIT HEALTH RANKIN,Proprietary,Acute Care Hospitals,32.286214,-90.03596,350 CROSSGATES BLVD,BRANDON,True,13.0,194.19,3,Same as the national average,Not Available,Below the national average,Same as the national average,Same as the national average,Above the national average,Not Available
4513,MH ST JOSEPH WARREN HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,41.230955,-80.778347,667 EASTLAND AVE SE,WARREN,True,74.0,741.62,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
4514,MERCY ST ANNE HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,41.691745,-83.625176,3404 SYLVANIA AVENUE,TOLEDO,True,47.0,528.17,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
4515,ST VINCENT CHARITY MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,41.495695,-81.674275,2351 EAST 22ND STREET,CLEVELAND,True,47.0,981.0,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
4516,MERCY MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.812321,-81.397069,1320 MERCY DRIVE NW,CANTON,True,59.0,2173.0,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
4517,MERCY MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.812321,-81.397069,1320 MERCY DRIVE NW,CANTON,True,59.0,2173.0,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
4518,MERCY MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.812321,-81.397069,1320 MERCY DRIVE NW,CANTON,True,59.0,2173.0,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
4519,MERCY MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.812321,-81.397069,1320 MERCY DRIVE NW,CANTON,True,59.0,2173.0,3,Below the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
4520,BANNER BAYWOOD MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,33.410465,-111.688045,6644 EAST BAYWOOD AVENUE,MESA,False,58.0,1398.99,4,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average
4521,BARTOW REGIONAL MEDICAL CENTER,Proprietary,Acute Care Hospitals,27.919146,-81.846254,2200 OSPREY BLVD,BARTOW,True,43.0,325.15,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Not Available
4522,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,Physician,Acute Care Hospitals,32.725778,-97.346185,1800 PARK PLACE AVENUE,FORT WORTH,True,33.0,241.48,Not Available,Not Available,Not Available,Not Available,Above the national average,Not Available,Same as the national average,Not Available
4523,KAISER FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,38.004335,-122.553881,99 MONTECILLO RD,SAN RAFAEL,True,35.0,528.27,4,Not Available,Above the national average,Same as the national average,Above the national average,Above the national average,Not Available,Not Available
4524,KAISER FOUNDATION HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,38.004335,-122.553881,99 MONTECILLO RD,SAN RAFAEL,True,35.0,528.27,Not Available,Not Available,Same as the national average,Not Available,Above the national average,Not Available,Not Available,Not Available
4525,LA PORTE HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,41.609838,-86.723855,1007 LINCOLNWAY,LA PORTE,True,37.0,613.77,3,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
4526,PINNACLE HOSPITAL,Physician,Acute Care Hospitals,41.449118,-87.330069,9301 CONNECTICUT DR,CROWN POINT,False,50.0,208.86,4,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available,Not Available,Not Available
4527,"COFFEYVILLE REGIONAL MEDICAL CENTER, INC",Government - Local,Acute Care Hospitals,37.040399,-95.638346,1400 W 4TH ST,COFFEYVILLE,True,25.0,316.17,3,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
4528,DICKINSON COUNTY MEMORIAL HOSPITAL,Government - Local,Acute Care Hospitals,45.808572,-88.044268,1721 S STEPHENSON AVE,IRON MOUNTAIN,True,58.0,677.51,4,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average
4529,LAKEVIEW MEMORIAL HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,45.048126,-92.818489,927 WEST CHURCHILL STREET,STILLWATER,True,45.0,561.0,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
4530,ST ALEXIUS HOSPITAL,Proprietary,Acute Care Hospitals,38.583359,-90.227557,3933 S BROADWAY,SAINT LOUIS,True,36.0,816.11,2,Not Available,Not Available,Same as the national average,Below the national average,Same as the national average,Below the national average,Not Available
4531,BARNES JEWISH HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,38.6352633,-90.265026,ONE BARNES-JEWISH HOSPITAL PLAZA,SAINT LOUIS,True,65.0,9177.36,3,Above the national average,Below the national average,Below the national average,Above the national average,Below the national average,Below the national average,Above the national average
4532,ST JAMES HEALTHCARE,Voluntary non-profit - Private,Acute Care Hospitals,46.00928,-112.546068,400 S CLARK ST,BUTTE,True,57.0,589.61,4,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
4533,KENMORE MERCY HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,42.9779,-78.878678,2950 ELMWOOD AVENUE,KENMORE,True,52.0,1116.85,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Not Available
4534,LONG ISLAND COMMUNITY HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,40.779337,-72.978147,101 HOSPITAL ROAD,PATCHOGUE,True,89.0,1689.2,1,Above the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
4535,ELLIS HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,42.819818,-73.918883,1101 NOTT STREET,SCHENECTADY,True,76.0,2877.1,1,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average
4536,MAYO CLINIC HLTH SYSTEM FRANCISCAN MED CTR,Voluntary non-profit - Private,Acute Care Hospitals,43.804038,-91.239557,700 WEST AVENUE SOUTH,LA CROSSE,True,44.0,1277.48,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
4537,DENVER HEALTH MEDICAL CENTER,Government - State,Acute Care Hospitals,39.72823,-104.990066,777 BANNOCK ST,DENVER,True,69.0,6351.06,3,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
4538,SAINT ANNE'S HOSPITAL,Proprietary,Acute Care Hospitals,41.693321,-71.163642,795 MIDDLE STREET,FALL RIVER,True,58.0,1124.78,3,Above the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
4539,SSM HEALTH ST CLARE HOSPITAL - BARABOO,Voluntary non-profit - Private,Acute Care Hospitals,43.480607,-89.731194,707 14TH ST,BARABOO,True,39.0,277.23,4,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
4540,RIPON MEDICAL CENTER,Voluntary non-profit - Private,Critical Access Hospitals,43.835451,-88.817692,845 PARKSIDE ST,RIPON,True,20.0,150.7,4,Not Available,Not Available,Same as the national average,Above the national average,Same as the national average,Above the national average,Not Available
4541,HCA HOUSTON HEALTHCARE WEST,Proprietary,Acute Care Hospitals,29.730314,-95.59475,12141 RICHMOND AVE,HOUSTON,True,72.0,952.8,4,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average
4542,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,Voluntary non-profit - Other,Acute Care Hospitals,37.914297,-122.042071,1601 YGNACIO VALLEY RD,WALNUT CREEK,True,49.0,2173.45,5,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Above the national average
4543,MEMORIAL HOSPITAL OF GARDENA,Proprietary,Acute Care Hospitals,33.892375,-118.295106,1145 W REDONDO BEACH BLVD,GARDENA,False,66.0,634.74,1,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Not Available
4544,WILLIAM NEWTON HOSPITAL,Government - Local,Critical Access Hospitals,37.244649,-96.98247,1300 EAST FIFTH AVENUE,WINFIELD,True,59.0,267.97,3,Same as the national average,Not Available,Above the national average,Above the national average,Same as the national average,Above the national average,Below the national average
4545,ST FRANCIS MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,40.217126,-74.742576,601 HAMILTON AVE,TRENTON,True,46.0,706.2,3,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Not Available
4546,ST FRANCIS MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,40.217126,-74.742576,601 HAMILTON AVE,TRENTON,True,46.0,706.2,3,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Below the national average,Below the national average
4547,ST FRANCIS MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,40.217126,-74.742576,601 HAMILTON AVE,TRENTON,True,46.0,706.2,2,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Not Available
4548,"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",Voluntary non-profit - Church,Acute Care Hospitals,44.025448,-116.975133,351 SW 9TH STREET,ONTARIO,True,34.0,358.22,5,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
4549,TEMPLE UNIVERSITY HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,40.004667,-75.1522,3401 NORTH BROAD STREET,PHILADELPHIA,True,70.0,4838.72,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average
4550,GREAT PLAINS REGIONAL MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,35.411721,-99.425654,1801 WEST 3RD STREET,ELK CITY,True,54.0,346.86,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
4551,COMANCHE COUNTY MEMORIAL HOSPITAL,Government - Hospital District or Authority,Acute Care Hospitals,34.608969,-98.434497,3401 WEST GORE BLVD,LAWTON,True,67.0,1520.57,1,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average
4552,KUAKINI MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,21.322211,-157.856211,347 NORTH KUAKINI STREET,HONOLULU,True,37.0,918.7,4,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
4553,NORTH MISSISSIPPI MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,34.242203,-88.717758,830 S GLOSTER STREET,TUPELO,True,60.0,3965.25,3,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Above the national average
4554,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,Proprietary,Acute Care Hospitals,33.715435,-117.937012,17100 EUCLID STREET,FOUNTAIN VALLEY,True,62.0,1219.6,3,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
4555,WESTCHESTER GENERAL HOSPITAL,Proprietary,Acute Care Hospitals,25.74804,-80.317224,2500 SW 75TH AVE,MIAMI,True,42.0,399.59,2,Above the national average,Above the national average,Below the national average,Not Available,Same as the national average,Not Available,Same as the national average
4556,TOURO INFIRMARY,Voluntary non-profit - Private,Acute Care Hospitals,29.925391,-90.092915,1401 FOUCHER STREET,NEW ORLEANS,True,59.0,1196.0,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average
4557,EASTERN NIAGARA HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,43.17638,-78.671075,521 EAST AVENUE,LOCKPORT,True,56.0,520.2,1,Below the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
4558,MEADVILLE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,41.641788,-80.146336,751 LIBERTY STREET,MEADVILLE,True,43.0,1247.01,3,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
4559,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,Voluntary non-profit - Church,Acute Care Hospitals,32.585454,-97.319102,11801 SOUTH FREEWAY,BURLESON,True,62.0,1161.45,4,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Below the national average
4560,BON SECOURS ST FRANCIS MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,37.466398,-77.659056,13710 ST FRANCIS BOULEVARD,MIDLOTHIAN,True,79.0,1348.42,3,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average
4561,VISTA MEDICAL CENTER EAST,Voluntary non-profit - Other,Acute Care Hospitals,42.378264,-87.830964,1324 NORTH SHERIDAN ROAD,WAUKEGAN,False,60.0,807.92,2,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
4562,GOOD SAMARITAN HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,39.140612,-84.52227,375 DIXMYTH AVENUE,CINCINNATI,True,76.0,3391.77,4,Same as the national average,Below the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average
4563,GOOD SAMARITAN HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,39.140612,-84.52227,375 DIXMYTH AVENUE,CINCINNATI,True,76.0,3391.77,3,Same as the national average,Not Available,Same as the national average,Below the national average,Not Available,Not Available,Not Available
4564,GOOD SAMARITAN HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,39.140612,-84.52227,375 DIXMYTH AVENUE,CINCINNATI,True,76.0,3391.77,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Above the national average
4565,GOOD SAMARITAN HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,39.140612,-84.52227,375 DIXMYTH AVENUE,CINCINNATI,True,76.0,3391.77,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
4566,GOOD SAMARITAN HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,39.140612,-84.52227,375 DIXMYTH AVENUE,CINCINNATI,True,76.0,3391.77,4,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
4567,GOOD SAMARITAN HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,39.140612,-84.52227,375 DIXMYTH AVENUE,CINCINNATI,True,76.0,3391.77,3,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
4568,WAHIAWA GENERAL HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,21.498511,-158.027299,128 LEHUA STREET,WAHIAWA,True,32.0,362.31,2,Same as the national average,Not Available,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
4569,MERCYONE DES MOINES MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,41.599577,-93.625702,1111 6TH AVE,DES MOINES,True,74.0,5228.48,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
4570,THE NEBRASKA MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,41.2575141,-96.0049478,987400 NEBRASKA MEDICAL CENTER,OMAHA,True,84.0,6777.84,4,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
4571,DAYTON CHILDREN'S HOSPITAL,Voluntary non-profit - Private,Childrens,39.7742909,-84.1676062,ONE CHILDRENS PLAZA,DAYTON,True,54.0,2474.39,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4572,O U MEDICINE,Voluntary non-profit - Private,Acute Care Hospitals,35.482317,-97.501002,700 NE 13TH STREET,OKLAHOMA CITY,True,82.0,4078.36,1,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average
4573,PALO VERDE HOSPITAL,Government - Hospital District or Authority,Acute Care Hospitals,33.61245,-114.595479,250 NORTH FIRST STREET,BLYTHE,True,13.0,131.39,3,Not Available,Not Available,Same as the national average,Not Available,Below the national average,Below the national average,Not Available
4574,ST MARY MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.1851512,-74.9214068,LANGHORNE-NEWTOWN RD,LANGHORNE,True,67.0,1862.92,1,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
4575,ST MARY MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.1851512,-74.9214068,LANGHORNE-NEWTOWN RD,LANGHORNE,True,67.0,1862.92,4,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
4576,ST MARY MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.1851512,-74.9214068,LANGHORNE-NEWTOWN RD,LANGHORNE,True,67.0,1862.92,3,Same as the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average
4577,ST MARY MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.1851512,-74.9214068,LANGHORNE-NEWTOWN RD,LANGHORNE,True,67.0,1862.92,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
4578,NORTH HAWAII COMMUNITY HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,20.0232419,-155.6653736,67 1125 MAMALAHOA HIGHWAY,KAMUELA,True,45.0,279.8,4,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
4579,LALLIE KEMP MEDICAL CENTER,Government - State,Critical Access Hospitals,30.622194,-90.496999,52579 HIGHWAY 51 SOUTH,INDEPENDENCE,True,19.0,2.0,Not Available,Not Available,Not Available,Not Available,Not Available,Below the national average,Above the national average,Not Available
4580,LAC+USC MEDICAL CENTER,Government - Local,Acute Care Hospitals,34.059872,-118.210308,"1200 N STATE ST, ROOM C2K100",LOS ANGELES,True,81.0,7706.25,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
4581,LAC/HARBOR-UCLA MED CENTER,Government - Local,Acute Care Hospitals,33.831583,-118.294546,1000 W CARSON ST,TORRANCE,True,63.0,4419.86,2,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Not Available
